id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
2582,F,medium,medium,high,medium,medium,medium,light,young
2583,M,medium,medium,medium,medium,medium,medium,medium,young
2584,F,medium,medium,medium,medium,medium,heavy,medium,young
2585,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2586,F,medium,medium,medium,medium,heavy,medium,medium,young
2587,F,medium,medium,medium,medium,medium,heavy,medium,young
2588,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
2589,F,medium,medium,medium,medium,medium,medium,medium,young
2590,M,medium,medium,medium,medium,medium,medium,medium,young
2591,F,medium,medium,medium,medium,medium,medium,medium,young
2592,F,medium,medium,high,medium,medium,medium,medium,young
2593,M,medium,large,medium,heavy,heavy,heavy,medium,young
2594,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2595,F,large,large,medium,heavy,heavy,medium,medium,medium_age
2596,F,large,large,medium,medium,medium,heavy,medium,old_age
2597,F,large,medium,medium,medium,medium,heavy,medium,young
2598,F,large,medium,medium,heavy,heavy,heavy,medium,young
2599,M,large,medium,medium,heavy,heavy,heavy,medium,medium_age
2600,M,large,large,medium,heavy,heavy,heavy,medium,young
2601,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2602,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2603,M,large,large,medium,heavy,heavy,heavy,medium,young
2604,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2605,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2606,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2607,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2608,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2609,F,large,large,high,heavy,heavy,medium,heavy,young
2610,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2611,F,large,large,medium,heavy,heavy,heavy,medium,medium_age
2612,M,large,large,high,heavy,heavy,heavy,heavy,young
2613,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2614,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2615,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2616,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2617,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2618,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2619,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2620,M,large,large,high,heavy,heavy,heavy,heavy,young
2621,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2622,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2623,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2624,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2625,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2626,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2627,I,small,small,small,light,light,light,light,young
2628,I,small,small,small,light,heavy,light,light,young
2629,I,small,small,small,light,light,light,light,young
2630,I,small,small,small,light,light,light,light,young
2631,I,small,small,small,light,light,light,light,young
2632,I,small,small,small,light,light,light,light,young
2633,I,small,small,small,light,light,light,light,young
2634,I,small,small,small,light,light,light,light,young
2635,I,small,small,small,light,light,light,light,young
2636,I,small,small,small,light,light,light,light,young
2637,I,small,small,small,light,light,light,light,young
2638,I,small,small,small,light,light,light,light,young
2639,I,small,small,small,light,light,light,light,young
2640,I,small,small,small,light,medium,light,light,young
2641,I,small,small,small,light,light,light,light,young
2642,I,small,small,small,light,light,light,light,young
2643,I,small,small,small,light,light,light,light,young
2644,I,medium,small,medium,light,medium,light,light,young
2645,I,medium,small,medium,light,medium,light,light,young
2646,M,medium,medium,small,light,medium,light,light,young
2647,I,medium,medium,small,light,light,medium,light,young
2648,I,medium,medium,medium,medium,medium,medium,light,young
2649,M,medium,medium,small,medium,medium,medium,light,medium_age
2650,M,medium,medium,medium,medium,medium,medium,medium,young
2651,I,medium,medium,medium,light,medium,light,medium,young
2652,I,medium,medium,medium,medium,medium,light,medium,young
2653,I,medium,medium,medium,medium,medium,light,medium,medium_age
2654,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2655,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2656,M,medium,medium,medium,medium,medium,medium,medium,young
2657,M,medium,medium,small,medium,medium,medium,medium,young
2658,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2659,I,medium,medium,medium,medium,medium,medium,medium,young
2660,F,medium,medium,medium,medium,medium,medium,medium,young
2661,I,medium,medium,medium,medium,medium,medium,medium,young
2662,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2663,F,medium,medium,high,medium,medium,medium,medium,medium_age
2664,M,medium,medium,medium,medium,heavy,medium,medium,medium_age
2665,F,medium,medium,high,medium,medium,medium,medium,medium_age
2666,F,medium,large,medium,medium,medium,medium,medium,young
2667,M,medium,medium,medium,medium,medium,medium,medium,young
2668,F,medium,medium,medium,medium,heavy,medium,medium,young
2669,F,medium,medium,medium,medium,medium,medium,medium,young
2670,M,medium,large,medium,medium,medium,medium,medium,young
2671,M,medium,medium,medium,medium,heavy,medium,medium,medium_age
2672,F,medium,medium,high,medium,medium,heavy,medium,young
2673,F,large,large,medium,heavy,heavy,medium,medium,young
2674,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2675,M,large,medium,medium,medium,medium,heavy,medium,medium_age
2676,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2677,F,large,large,medium,heavy,heavy,heavy,medium,medium_age
2678,F,large,large,high,heavy,heavy,heavy,medium,medium_age
2679,M,large,medium,medium,heavy,heavy,medium,medium,young
2680,F,large,large,medium,heavy,heavy,medium,medium,medium_age
2681,M,large,large,high,heavy,heavy,heavy,medium,medium_age
2682,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2683,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2684,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2685,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2686,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2687,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
2688,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2689,M,large,large,medium,medium,heavy,medium,medium,young
2690,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2691,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
2692,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2693,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2694,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2695,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2696,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2697,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2698,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2699,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2700,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2701,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2702,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2703,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2704,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2705,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2706,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2707,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2708,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2709,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2710,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2711,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2712,I,small,small,small,light,light,light,light,young
2713,I,small,small,small,light,light,light,light,young
2714,I,small,small,small,light,light,light,light,young
2715,I,small,small,small,light,light,light,light,young
2716,I,small,small,small,light,light,light,light,young
2717,I,small,small,small,light,light,light,light,young
2718,I,small,small,small,light,light,light,light,young
2719,I,small,small,small,light,light,light,light,young
2720,I,small,small,small,light,light,light,light,young
2721,I,small,small,small,light,light,light,light,young
2722,I,small,small,medium,light,light,light,light,young
2723,I,small,small,small,light,light,light,light,young
2724,I,small,small,medium,light,light,light,light,young
2725,I,small,small,small,light,light,light,light,young
2726,I,small,small,small,light,light,light,light,young
2727,I,small,small,small,light,light,light,light,young
2728,I,small,small,small,light,light,light,light,young
2729,I,small,small,small,medium,medium,medium,light,young
2730,I,small,small,small,light,light,light,light,young
2731,I,small,small,small,light,light,light,light,young
2732,I,small,small,small,light,light,light,light,young
2733,I,small,small,small,light,light,light,light,young
2734,I,small,small,small,light,light,light,light,young
2735,I,small,small,small,light,light,light,light,young
2736,I,small,small,small,light,light,light,light,young
2737,I,small,small,small,light,light,light,light,young
2738,I,small,small,small,light,light,light,light,medium_age
2739,M,small,small,small,light,light,light,light,young
2740,I,small,small,small,light,light,light,light,young
2741,I,small,small,small,light,medium,light,light,young
2742,I,small,small,small,light,medium,light,light,young
2743,I,small,small,small,light,light,light,light,young
2744,I,small,small,small,light,medium,light,light,young
2745,M,small,small,small,medium,medium,medium,medium,old_age
2746,I,medium,medium,medium,light,light,light,light,young
2747,I,medium,small,medium,light,light,light,medium,young
2748,I,medium,small,medium,medium,medium,medium,light,medium_age
2749,I,medium,medium,medium,medium,medium,light,medium,medium_age
2750,I,medium,medium,medium,light,medium,light,medium,medium_age
2751,I,medium,medium,medium,medium,medium,medium,medium,young
2752,F,medium,medium,medium,light,light,medium,light,medium_age
2753,M,medium,medium,medium,medium,medium,medium,medium,young
2754,I,medium,medium,small,light,medium,light,light,young
2755,I,medium,medium,medium,medium,light,medium,medium,young
2756,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2757,I,medium,medium,medium,medium,medium,medium,medium,young
2758,I,medium,small,small,medium,medium,light,medium,medium_age
2759,M,medium,medium,medium,medium,medium,medium,medium,medium_age
2760,F,medium,medium,medium,medium,medium,heavy,medium,young
2761,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2762,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2763,I,medium,medium,medium,medium,heavy,medium,medium,medium_age
2764,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2765,I,medium,large,medium,medium,heavy,medium,medium,medium_age
2766,I,medium,medium,medium,medium,medium,medium,medium,old_age
2767,F,medium,medium,high,heavy,heavy,heavy,medium,young
2768,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2769,I,medium,medium,medium,medium,medium,light,medium,old_age
2770,I,medium,medium,medium,medium,medium,medium,medium,old_age
2771,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
2772,F,medium,medium,medium,medium,medium,heavy,medium,medium_age
2773,M,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
2774,F,medium,large,medium,medium,heavy,medium,medium,old_age
2775,F,medium,medium,medium,medium,medium,medium,medium,medium_age
2776,I,medium,medium,medium,medium,medium,medium,heavy,medium_age
2777,M,medium,large,high,medium,medium,medium,medium,medium_age
2778,I,medium,medium,medium,medium,medium,medium,medium,medium_age
2779,F,medium,medium,medium,medium,medium,medium,medium,young
2780,M,medium,large,medium,medium,heavy,medium,medium,medium_age
2781,M,medium,large,medium,medium,heavy,medium,medium,medium_age
2782,M,large,large,medium,heavy,heavy,medium,medium,medium_age
2783,M,large,large,small,heavy,heavy,heavy,medium,young
2784,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2785,M,large,medium,medium,medium,medium,medium,medium,medium_age
2786,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2787,M,large,large,high,heavy,heavy,heavy,medium,medium_age
2788,F,large,medium,medium,medium,medium,medium,medium,old_age
2789,F,large,medium,medium,medium,heavy,medium,medium,medium_age
2790,F,large,large,medium,heavy,heavy,medium,heavy,medium_age
2791,F,large,large,high,medium,heavy,heavy,heavy,medium_age
2792,M,large,large,medium,heavy,heavy,medium,heavy,medium_age
2793,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2794,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2795,F,large,large,medium,medium,heavy,heavy,medium,medium_age
2796,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
2797,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2798,M,large,large,medium,heavy,heavy,medium,heavy,old_age
2799,M,large,large,medium,heavy,heavy,medium,heavy,medium_age
2800,M,large,large,high,heavy,heavy,heavy,medium,medium_age
2801,F,large,large,high,heavy,heavy,heavy,medium,old_age
2802,M,large,large,small,heavy,heavy,medium,medium,medium_age
2803,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
2804,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2805,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2806,F,large,large,high,heavy,heavy,heavy,heavy,old_age
2807,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2808,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2809,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
2810,M,large,large,high,heavy,heavy,heavy,heavy,old_age
2811,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2812,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
2813,I,small,small,small,light,light,light,light,young
2814,I,small,small,small,light,light,light,light,young
2815,I,small,small,small,light,light,light,light,young
2816,I,small,small,small,light,light,light,light,young
2817,I,small,small,small,light,light,light,light,young
2818,I,small,small,small,light,light,light,light,young
2819,I,small,small,small,light,light,light,light,young
2820,I,small,small,small,light,light,light,light,young
2821,I,small,small,small,light,light,light,light,young
2822,I,small,small,small,light,light,light,light,young
2823,I,small,small,small,light,light,light,light,young
2824,I,small,small,small,light,light,light,light,young
2825,I,small,small,small,light,medium,light,light,young
