id,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,class_name
2109,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
2110,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
2111,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,won
2112,f,f,f,t,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
2113,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
2114,f,f,f,f,f,f,f,f,f,f,t,t,l,f,w,f,t,won
2115,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2116,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
2117,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
2118,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
2119,f,f,f,f,t,t,t,f,t,f,t,f,g,f,n,f,f,won
2120,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2121,f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2122,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2123,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,nowin
2124,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
2125,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
2126,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
2127,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
2128,f,f,f,f,f,t,t,t,t,t,t,f,l,f,n,f,f,nowin
2129,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,won
2130,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
2131,f,f,f,f,t,f,t,t,t,t,t,f,g,f,n,f,f,nowin
2132,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,nowin
2133,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2134,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2135,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
2136,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2137,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
2138,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,won
2139,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
2140,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
2141,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,won
2142,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
2143,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,nowin
2144,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
2145,f,f,f,f,f,f,f,f,t,f,t,t,l,f,n,f,f,nowin
2146,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2147,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,nowin
2148,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2149,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
2150,t,f,t,f,f,f,t,f,f,f,f,t,l,t,n,t,f,nowin
2151,f,f,f,f,t,f,f,f,t,f,t,f,l,f,b,f,f,nowin
2152,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,t,f,nowin
2153,f,f,f,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2154,f,f,f,f,f,f,t,f,t,f,t,f,l,f,w,f,f,won
2155,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,t,f,nowin
2156,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,won
2157,f,f,f,t,t,t,f,f,t,f,f,f,l,f,n,f,f,won
2158,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
2159,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
2160,t,f,t,f,f,f,f,f,f,f,t,f,g,t,b,f,f,nowin
2161,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2162,f,f,f,f,f,f,t,f,t,f,f,f,g,f,n,f,f,nowin
2163,t,f,t,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
2164,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
2165,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,won
2166,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,t,f,nowin
2167,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
2168,f,f,f,f,f,t,f,f,f,f,t,f,g,f,b,f,f,won
2169,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
2170,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,t,won
2171,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2172,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2173,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
2174,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
2175,t,f,f,t,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
2176,t,f,f,f,f,t,f,f,f,f,t,f,g,f,b,f,f,won
2177,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
2178,f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
2179,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,nowin
2180,f,f,f,t,f,t,t,t,t,f,t,f,g,f,n,f,f,won
2181,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,won
2182,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,t,f,nowin
2183,f,f,f,f,f,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2184,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
2185,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,nowin
2186,f,f,f,t,t,t,f,f,t,f,f,f,g,f,n,f,f,nowin
2187,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
2188,f,f,f,f,f,t,t,f,f,t,t,f,g,f,n,f,f,won
2189,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,won
2190,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
2191,t,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
2192,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
2193,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
2194,t,f,t,f,f,f,t,t,t,t,t,f,l,f,w,f,f,nowin
2195,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,f,f,won
2196,f,f,f,f,t,f,f,f,f,t,t,f,l,f,n,f,f,won
2197,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,nowin
2198,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
2199,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2200,f,f,f,t,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
2201,t,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
2202,t,f,f,f,t,t,f,f,f,f,t,f,l,f,b,f,f,won
2203,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
2204,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,t,f,nowin
2205,f,f,f,f,t,f,f,f,f,t,f,t,l,f,n,f,f,won
2206,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2207,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2208,t,f,f,f,t,t,t,t,t,f,t,f,g,f,b,f,f,won
2209,t,f,f,f,f,t,f,f,f,f,t,f,g,f,n,f,f,won
2210,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,nowin
2211,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
2212,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
2213,t,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
2214,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2215,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2216,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2217,f,f,f,f,f,t,f,t,t,t,t,f,l,f,w,f,f,nowin
2218,f,f,f,f,f,f,t,f,f,t,f,f,l,f,n,f,f,nowin
2219,f,f,f,t,t,f,f,f,f,t,t,f,l,f,n,f,f,won
2220,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
2221,t,f,f,f,t,t,t,t,t,f,t,f,l,f,b,f,f,won
2222,t,f,t,f,f,f,t,t,t,t,t,f,l,f,n,t,f,nowin
2223,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2224,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,won
2225,f,f,f,f,t,f,f,f,f,f,t,f,l,f,w,f,f,won
2226,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,won
2227,t,f,f,f,f,t,t,f,f,f,t,f,g,f,b,f,f,won
2228,f,f,t,f,t,t,t,f,f,t,t,f,g,f,n,f,f,nowin
2229,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,t,nowin
2230,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
2231,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
2232,t,f,f,t,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
2233,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,nowin
2234,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
2235,f,f,f,f,f,f,f,f,f,f,f,f,l,f,w,f,f,nowin
2236,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2237,f,f,f,f,f,t,t,f,t,f,f,f,l,f,n,f,f,nowin
2238,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
2239,f,f,t,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
2240,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2241,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2242,f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,won
2243,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
2244,f,f,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,nowin
2245,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
2246,f,f,f,f,t,f,f,f,f,t,t,f,g,f,n,f,f,won
2247,f,f,f,t,f,t,f,f,f,f,t,f,g,f,n,f,f,won
2248,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
2249,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2250,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2251,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
2252,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
2253,f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
2254,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,nowin
2255,t,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2256,f,f,f,f,t,f,t,f,f,t,f,f,l,f,n,f,f,nowin
2257,f,t,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,won
2258,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,t,f,nowin
2259,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
2260,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2261,f,f,f,t,f,t,f,f,t,f,t,f,g,f,n,f,f,won
2262,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
2263,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
2264,t,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2265,f,f,f,f,f,t,f,f,f,f,t,f,g,f,n,f,f,won
2266,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,t,f,nowin
2267,f,f,f,t,t,f,f,f,f,f,t,f,g,f,b,f,f,nowin
2268,f,t,f,f,f,f,f,f,f,f,f,f,l,f,b,t,f,nowin
2269,f,f,f,f,f,t,t,f,f,f,t,t,l,f,w,f,t,won
2270,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2271,f,f,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2272,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
2273,f,f,f,f,f,t,t,f,f,t,t,f,g,f,n,f,f,nowin
2274,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
2275,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
2276,f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,nowin
2277,f,f,f,f,f,f,f,f,f,t,t,t,l,f,n,f,t,nowin
2278,f,f,f,f,t,t,f,t,t,t,t,f,l,f,w,f,f,nowin
2279,f,f,f,t,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2280,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,nowin
2281,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
2282,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
2283,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
2284,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
2285,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
2286,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
2287,f,f,f,t,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2288,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
2289,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2290,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2291,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
2292,f,f,f,f,f,t,t,t,t,t,t,f,g,f,n,f,f,nowin
2293,f,f,f,f,f,f,f,f,f,f,f,f,g,f,b,f,f,nowin
2294,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,won
2295,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,won
2296,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2297,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2298,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2299,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2300,t,f,f,f,t,t,t,t,t,f,t,f,l,f,w,f,f,won
2301,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
2302,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
2303,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2304,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,won
2305,f,f,f,t,f,t,t,t,t,f,t,f,g,f,n,f,f,won
2306,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2307,f,t,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
2308,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
2309,f,f,f,f,f,t,t,f,f,f,f,f,g,f,n,f,f,nowin
2310,f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,won
2311,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
2312,f,f,f,t,t,f,f,f,t,f,t,f,l,f,n,f,f,won
2313,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
2314,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
2315,f,f,t,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2316,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
2317,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2318,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
2319,f,f,f,f,f,t,t,f,f,t,t,f,l,f,n,f,f,nowin
2320,t,f,f,f,t,t,f,f,t,f,t,f,l,f,b,f,f,won
2321,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
2322,f,f,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2323,t,t,f,f,f,f,f,f,f,f,f,f,l,f,b,f,f,won
2324,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2325,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
2326,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2327,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
2328,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,nowin
2329,t,f,f,f,t,f,f,f,t,f,t,f,l,f,b,f,f,won
2330,f,f,f,f,f,t,t,t,t,f,f,f,g,f,n,f,f,won
2331,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,won
2332,f,f,f,f,t,t,t,f,t,f,t,f,l,f,n,f,f,won
2333,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
2334,f,f,f,f,f,t,f,t,t,t,t,f,l,f,w,f,f,nowin
2335,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
2336,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2337,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
2338,f,f,f,f,t,t,t,f,t,f,t,f,g,f,b,f,f,won
2339,f,f,f,f,t,f,t,f,f,t,t,f,g,f,b,f,f,nowin
2340,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,won
2341,f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,won
2342,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,t,f,nowin
2343,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,nowin
2344,f,f,f,f,t,f,t,t,t,f,t,f,l,f,n,f,f,nowin
2345,f,f,f,f,f,f,f,f,f,f,f,f,g,f,w,f,f,nowin
2346,f,f,f,f,t,t,t,t,t,t,t,f,g,f,n,f,f,won
2347,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
2348,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
2349,f,f,f,f,t,t,f,t,t,t,t,f,l,f,n,f,f,nowin
2350,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,nowin
2351,f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,won
2352,f,f,f,f,t,t,f,f,f,f,f,f,g,f,n,f,f,won
2353,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
2354,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
2355,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
2356,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
2357,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
2358,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
2359,f,f,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2360,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
2361,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,won
2362,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
2363,f,f,f,f,f,t,f,f,f,t,t,f,g,f,n,f,f,nowin
2364,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,nowin
2365,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
2366,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,nowin
2367,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2368,t,f,f,f,t,t,t,t,t,f,t,f,g,f,n,f,f,won
2369,f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,nowin
2370,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,nowin
2371,t,f,f,f,f,t,f,t,t,t,t,f,l,f,b,f,f,nowin
2372,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,won
2373,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
2374,f,f,f,f,f,t,t,f,f,t,t,t,l,f,w,f,f,nowin
2375,t,f,f,f,t,t,f,f,t,f,t,f,l,f,w,f,f,won
2376,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
2377,f,f,f,f,f,t,f,t,t,t,t,f,l,f,n,f,f,nowin
2378,f,f,f,f,t,f,f,f,f,f,f,t,l,f,n,f,f,nowin
2379,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
2380,t,f,f,t,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
2381,f,f,f,f,t,t,f,t,t,t,f,f,g,f,n,f,f,nowin
2382,t,f,f,f,f,f,f,f,f,f,f,f,g,f,b,f,f,nowin
2383,f,f,f,f,f,f,f,f,f,f,t,t,g,f,n,f,t,won
2384,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,won
2385,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
2386,f,f,f,t,f,t,f,f,f,f,f,f,g,f,n,f,f,won
2387,t,f,f,t,t,f,f,f,f,f,t,f,g,f,b,f,f,won
2388,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2389,f,f,f,t,f,t,t,t,t,f,t,f,l,f,n,t,f,nowin
2390,f,f,f,f,t,t,t,f,t,f,f,f,g,f,n,f,f,won
2391,f,f,f,f,f,f,t,f,f,t,t,f,g,f,n,f,f,nowin
2392,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
2393,f,t,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
2394,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,won
2395,f,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
2396,t,f,f,t,t,t,t,t,t,f,t,f,l,f,b,f,f,nowin
2397,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,won
2398,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
2399,f,f,f,f,f,f,f,f,f,t,t,f,g,f,b,f,f,nowin
2400,f,f,f,t,f,t,t,t,t,f,f,f,l,f,n,f,f,won
2401,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,won
2402,t,f,f,f,t,t,t,t,t,f,t,f,l,f,b,f,f,won
2403,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
2404,t,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
2405,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
2406,f,t,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2407,t,f,f,f,t,t,f,f,f,f,t,f,l,f,b,f,f,won
2408,t,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2409,t,f,f,f,f,t,t,f,f,f,t,f,l,f,w,f,f,won
2410,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
2411,t,f,f,f,f,f,t,t,t,t,t,f,g,f,n,f,f,nowin
2412,f,t,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
2413,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,won
2414,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,t,f,nowin
2415,f,f,f,f,f,t,t,f,f,f,t,f,g,f,n,f,f,won
2416,f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,nowin
2417,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
2418,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2419,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
2420,t,f,t,f,f,f,t,t,t,t,t,f,g,f,n,f,f,nowin
2421,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,t,won
2422,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
2423,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2424,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
2425,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
2426,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,f,won
2427,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
2428,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,won
2429,t,f,f,f,t,f,t,f,t,f,f,t,l,f,b,f,f,nowin
2430,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
2431,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
2432,f,f,f,f,f,f,t,f,f,f,t,f,g,f,n,f,f,nowin
2433,t,f,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,nowin
2434,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
2435,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
2436,f,f,f,t,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
2437,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
2438,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
2439,f,f,f,f,t,t,f,f,f,t,t,f,g,f,n,f,f,won
2440,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
2441,f,f,f,f,f,t,t,f,f,f,t,t,l,f,n,f,f,won
2442,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
2443,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
2444,f,f,f,f,t,f,f,f,f,f,t,f,l,f,w,f,f,won
2445,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,t,f,nowin
2446,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,nowin
2447,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
2448,t,f,f,f,f,f,t,f,f,f,f,t,l,f,b,f,f,nowin
2449,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
2450,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
2451,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,nowin
2452,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
2453,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
2454,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,won
2455,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,nowin
2456,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,t,f,nowin
